,FALSE,4,Unbounded Knapsack,Problem Link,Medium,,"Amazon , Google ",
,FALSE,5,Coin Change,Problem Link,Medium,,"Adobe, Salesforce,  Amazon, Google, Microsoft, Intuit , Infosys,  Accenture ",
,FALSE,6,Longest Common Subsequence,Problem Link,Medium,,"Amazon, Microsoft , Meta , TCS, Oracle ",
,FALSE,7,Longest Common Substring,Problem Link,Medium,,"Morgan Stanley , Amazon , Microsoft ",
,FALSE,8,Edit Distance,Problem Link,Medium,,"Goldman Sachs, Paypal , Salesforce , Atlassian, Intuit , IBM , Google, Amazon",
,FALSE,9,Longest Increasing Subsequence,Problem Link,Medium,," Amazon,  Google,Linkedin , Cisco , TCS , Meta ,  Cisco ",
,FALSE,10,Palindromic Partitioning (MCM),Problem Link,Medium,,"Google + Goldman Sachs + Citrix , TCS, Meta, Adobe, Accenture , Rubrik ",
,FALSE,11,Max Product Subarray,Problem Link,Medium,,"Amazon, Goldman Sachs , Apple,Adobe, TCS, Uber",
,FALSE,12,Unique BSTs,Problem Link,Medium,,Amazon + Google,
,FALSE,13,Longest Palindromic Subsequence,Problem Link,Medium,,"Google , Microsoft  , Tower Research Capital, Oracle, Amazon  ",
,FALSE,14,Buy & Sell Stocks II,Problem Link,Medium,,Walmart + Flipkart,
,FALSE,15,Nth Catalan,Problem Link,Medium,,"Amazon , Google, Meta , Microsoft , Infosys",
,FALSE,16,Minimum Partitioning,Problem Link,Hard,,"Oracle, Phonepe, Adobe , Apple ",
,FALSE,17,Wildcard Pattern Matching,Problem Link,Hard,,"Linkedin , DE Shaw , Adobe, Uber, Meta,Amazon",
,FALSE,18,Rod Cutting,Problem Link,Hard,,"Uber, samsung, Arcesium , Google, amazon, meta ",
,FALSE,19,Egg Dropping,Problem Link,Hard,,"Microsoft + Amazon + Ola , Salesforce, Apple",
,FALSE,20,Longest Bitonic Subsequence,Problem Link,Hard,, Amazon D-E-Shaw Goldman Sachs Google Hike MakeMyTrip MAQ Software Myntra Nearbuy Opera Oracle Philips Samsung Service Now Unisys VMWare Microsoft,
,FALSE,21,MCM,Problem Link,Hard,,"Amazon, microsoft, google, meta ",
,,,,,,,,
,,,,,,,,
GREEDY,FALSE,1,Assign Cookies,Problem Link,Easy,,"Amazon , Accenture , Uber , Adobe, Meta , Google ",
,FALSE,2,Indian Coins,Problem Link,Medium,, Accolite Amazon Morgan Stanley Oracle Paytm Samsung Snapdeal Synopsys Visa Microsoft Google,
,FALSE,3,Fractional Knapsack,Problem Link,Medium,, Microsoft,
,FALSE,4,maximum length of pair chain,Problem Link,Medium,," Amazon , bloomberg, swiggy , adobe , apple ",
,FALSE,5,Activity Selection,Problem Link,Medium,,"Meta, amazon , google , microsoft ",
,FALSE,6,Job Scheduling,Problem Link,Hard,,"amazon , microsoft , airbnb, adobe,phonepe",
